wf_name,inp_size,ms_1_A1,ms_2_A1,ms_1_A2,ms_2_A2,ms_1_A3,ms_2_A3,ms_1_A4,ms_2_A4,ms_1_A5,ms_2_A5,size,deviations
chipseq,32978181418,7234293.40802157,9933748.29052333,7913376.81642519,8591520.20706698,11372014.4883421,11860050.8222388,9695816.08396123,10364948.7975948,5047270.58443697,9272695.5396799,100,True
methylseq_2000.dot,6761426956,87251732.3796512,82863214.7989363,75851874.7492705,81196121.9869305,77414936.636852,108171736.227412,79111082.6037019,83443799.1577746,83785733.8943717,98564743.3905029,2000,True
atacseq_20000.dot,3908761308,406519873.246035,518601456.30254,394758927.233493,561308567.737743,389158010.930991,291156817.938103,390069248.672747,348955580.630709,394901003.871119,295799787.492212,20000,True
atacseq_1000.dot,11187378708,25884884.4163285,39107098.6873441,30699161.2911731,36119096.976451,25987394.783584,7895161.7440086,24150032.1352512,9693029.85504276,23950355.87788,7466334.78675121,1000,True
eager,19100037384,1909893.75386227,2322236.37753946,624712.456416985,1923906.63615969,1671661.51767953,1751769.15557264,1236601.28516184,2187460.71844674,835804.742317659,2118038.04817173,100,True
chipseq_10000.dot,32978181418,2144350004.42939,2832515057.42492,2083951588.59755,2635545721.96884,2073477447.91518,1441474466.95959,2168364901.27119,2599105469.81635,2096335764.23016,1431801621.62454,10000,True
methylseq_2000.dot,110641579976,548253139.280511,620977746.120765,518794758.497286,626679583.513831,526471038.949054,647118120.60247,570597159.546301,643059318.730633,572134561.400558,716953883.347764,2000,True
chipseq_8000.dot,3793245764,221503357.272835,316852561.457965,214736039.382581,288837047.388261,221804852.5549,166553481.374668,229236109.906355,217541417.542338,229278325.148432,165486342.851792,8000,True
eager_4000.dot,19132169434,105470962.287205,178508183.83316,104066141.785585,161812732.00962,101807764.420813,57783636.9983194,101213739.057037,52480391.6374142,102168834.754437,61768209.1759429,4000,True
chipseq_1000.dot,4807293396,26886756.9776398,43084148.3156391,25041071.2247557,41495049.1136418,26292779.3673249,21946035.6551378,27317986.2340461,26665403.5318158,25928532.0796321,20587227.1928525,1000,True
eager_15000.dot,19075314980,358138500.876197,688026301.777446,345381726.142395,632548425.344177,355808634.305708,216474650.295864,360660935.399194,200923730.889945,358579579.68693,241453661.448631,15000,True
methylseq_200.dot,6761426956,5095446.35770047,5443359.66124683,6016116.94113764,6312768.63208469,5036052.73021243,4867318.20273705,6462747.23839434,6185617.51577403,4743923.86359943,3557620.74557039,200,True
methylseq,17027257018,22829.1402394563,24866.4786538024,33283.7830663464,33634.2729717455,12673.9385151387,21859.7873223411,29272.057042865,31590.3688749279,27486.6923899115,28121.8085933918,100,True
eager_1000.dot,8330435694,22018890.2768149,21371179.2815376,18248126.5190318,19252206.4304147,19930430.0910283,19360761.7111492,19190769.4759019,16688336.7870126,21594063.4869294,16016426.6728419,1000,True
chipseq_4000.dot,3793245764,120149775.418484,145730717.263638,113595895.073607,137345815.789472,108146931.114376,77044545.451347,113770437.559811,102427563.301563,113052896.73716,101574752.564154,4000,True
methylseq_200.dot,11897958606,15427196.5307266,18214826.0479328,17536834.4575929,17371227.8310489,16914110.5886295,16563299.8202072,13183971.4904537,16003912.550851,13824087.1125735,14774549.5355883,200,True
atacseq_1000.dot,3908761308,10631943.2831809,18634743.1677691,9811503.78855924,17293248.8016011,9423573.70068177,11115911.6740302,10073363.5802224,9283484.39346189,10862688.8687915,8862074.212303,1000,True
chipseq_1000.dot,3793245764,19921596.6308237,33453860.4074588,20609199.4419633,29630406.4044114,20948978.7755645,14461750.1976617,21890196.796391,20668307.5005708,20476935.2826257,16013268.9156692,1000,True
atacseq_2000.dot,11809629756,61260983.7371105,79715971.3579356,60749597.3131042,82803214.422479,62089412.1459076,18436751.3246481,59022832.3616427,23758512.8224215,62168120.2158009,17587482.2880806,2000,True
eager_4000.dot,8330435694,81438110.5824982,126780493.830344,83725616.3208334,105687345.891412,75497887.5839327,86657984.116552,75311389.1085435,89805629.0712696,76429257.5973545,77825886.7048248,4000,True
methylseq_200.dot,22500260922,3887374.1770453,3358550.44183916,2728210.21886076,3202790.27278967,5297368.63046398,5130331.39814168,5348172.34168792,4458805.46488421,3917514.84903863,5841843.26804872,200,True
eager_4000.dot,14754556884,78361765.2064966,143116521.779831,83959694.2794991,130336353.002934,75079142.0607627,35841130.0607918,78595578.0443316,36161670.3548817,77330948.8767781,35497200.0621111,4000,True
methylseq,6761426956,5402.91807048034,10847.1356428891,7542.80085407156,11029.929946413,16085.3510893263,16131.9715675225,11509.1344418307,11780.3065962722,13695.6447601801,17635.3653113906,100,True
eager_200.dot,19100037384,3323815.32190758,3316970.37771895,2407151.05852289,2240642.82804732,2164561.85248433,2889719.37799455,1107401.87152465,2138877.5339093,1065670.6623243,2406730.78699988,200,True
methylseq_20000.dot,8885797810,1018233135.00055,1110554666.10215,1032900849.60083,1112571551.78395,1026705848.96313,1459051012.61407,1007851202.85478,1102484976.24595,1017333461.6526,1406837903.16344,20000,True
atacseq_25000.dot,2223941232,308768836.67301,398538385.22415,303695509.232735,419389506.411295,306954102.866964,157019573.106914,303534111.934646,227583173.158835,310564528.419163,190425800.735167,25000,True
chipseq_15000.dot,5058052541,571366792.853317,862388785.014919,566449469.285407,837243143.6257,595214122.695236,455968326.487614,580146681.485465,559254016.803314,596642807.933521,435520769.003612,15000,True
chipseq_1000.dot,5058052541,26648611.5047971,47964868.3351783,31736410.7023658,46049658.5290448,28785326.5513364,25530697.1404615,25730461.5666423,28789595.5799822,26304694.8406501,27963759.8157337,1000,True
atacseq_15000.dot,11809629756,550131392.752734,647806756.941767,549158871.704454,633317119.843132,562676219.783067,133838336.188518,516914094.634554,204362070.451651,553005505.906356,151998699.429099,15000,True
methylseq_2000.dot,8885797810,111616699.390426,112674453.963101,101168804.062716,109318423.368557,97353879.2224216,140118273.45155,103501472.142475,109058032.031469,100944421.179679,131130103.905929,2000,True
chipseq,41366257414,12142619.8288746,8679789.08845852,11435710.10832,9063977.38041073,10158213.4806427,7674789.60913082,8232809.34781659,8558694.08798977,12572772.0352595,9507802.34783352,100,True
methylseq_15000.dot,8885797810,782024453.183098,829057144.54803,755950072.864897,839423740.680598,772539007.519109,1141377922.0499,764833179.650898,836609187.166135,763243020.019939,1053338394.65034,15000,True
eager_2000.dot,19075314980,51285905.4152038,87198320.5997112,47261261.9513968,78927565.8358436,49281802.678295,28665762.5819384,51800401.8053719,28108179.3411051,55260215.0028385,28207330.8265532,2000,True
eager_2000.dot,19132169434,47469745.737897,87754156.3005908,49492948.4725375,78498106.1549753,56934539.8143692,28686113.0069837,50276956.3695708,25872318.6720632,50120113.832506,29115222.5197726,2000,True
chipseq_20000.dot,4605965334,662659866.991692,942543554.176744,665142025.942655,860228951.001988,664409182.387018,497856425.269724,674311606.628915,694950421.221058,649145901.727643,556521635.143059,20000,True
atacseq_200.dot,11187378708,199903.646627817,180738.904910011,267185.997815381,208735.712091137,170242.421761992,189869.688915849,168507.871666601,173844.498692469,214447.064280591,214373.333338368,200,True
chipseq_15000.dot,3793245764,409663997.389746,596952884.637529,419937491.713291,556700696.799682,415736891.215208,304377931.26112,412021146.286266,419654929.609445,420325370.57893,370172264.390718,15000,True
atacseq_8000.dot,14091675276,478706339.949579,527013310.723966,455908421.29843,677694757.012792,487793322.03629,116718194.802938,466802472.077294,241716317.071652,495821976.193389,133892145.222066,8000,True
eager_10000.dot,19132169434,235716289.858585,464610330.543572,256350752.316552,428553139.512287,245913018.727618,147198933.363586,251209586.284305,136460961.791862,244629758.218453,159401339.946603,10000,True
methylseq_8000.dot,11897958606,566139211.112109,658000010.525714,553746960.29745,655664839.934788,549797727.965407,850618357.209622,564847066.553287,655506529.394256,551399620.142983,799438762.06333,8000,True
eager_15000.dot,25705994498,596423892.918236,895513629.765795,587872724.564072,855088181.97505,564043436.230356,150081553.33112,565307266.379097,162165251.963665,549243213.723001,167485660.186163,15000,True
eager_1000.dot,19075314980,23343797.036663,33710135.1146321,22463708.1551046,32025290.9498898,26040324.6097211,13744712.5690835,26200834.0130892,12436633.5567331,26511458.8735672,12391258.4520663,1000,True
eager_10000.dot,25705994498,374083179.80774,600057844.463974,376743441.92613,571766769.489542,396962433.426361,100435045.660746,382012641.446092,110811646.141934,368585212.029529,112451993.050284,10000,True
chipseq_20000.dot,3793245764,549509963.31146,804836804.939296,542159695.978436,745474078.135681,544277452.800279,401659098.60295,545874385.282127,569046385.114387,559358924.344776,417946637.416237,20000,True
atacseq,11187378708,176451.104137827,161686.381051229,148139.477553179,141441.095708316,856083.901682269,145342.918036864,99417.3333921907,143942.214950843,170364.560260355,161921.296815611,100,True
chipseq,5058052541,26059.5280073622,28342.8803507172,26911.975913655,31727.853411967,21487.4380292246,28500.2578718163,19676.491141389,26789.3390502006,26026.3377100366,29628.2634412153,100,True
chipseq_30000.dot,41366257414,5358344970.77153,6897323997.07916,5432952907.69069,6849715146.36094,5270299134.6386,2927155860.9807,5405356074.41948,3490242245.3739,5330147414.26321,2941951478.65637,30000,True
eager_8000.dot,14754556884,158834603.022697,299943866.541576,162116801.195359,267086862.371805,160716526.959161,77520339.1644394,160989012.942354,78316792.8434876,161782986.572441,76719924.4501279,8000,True
methylseq_25000.dot,110641579976,6498870847.04269,7691722989.69499,6388416519.63847,7643522105.53537,6446785243.68275,7953836607.30811,6609023959.57414,7776387645.34476,6558848442.56057,8322113348.56468,25000,True
eager_10000.dot,14754556884,193375582.932355,369204239.55581,178410739.145697,325734211.893645,196404083.315928,96624337.7324737,185646116.435667,103150993.517466,188858373.229267,96050880.9105668,10000,True
methylseq_8000.dot,6761426956,316510310.356654,335057531.815563,322485835.503772,341739595.746092,327132142.298505,431945177.55248,326898028.178782,336368413.616947,320793550.56555,419735562.78179,8000,True
atacseq_10000.dot,11809629756,343390644.3261,430978593.773442,351759432.703799,410541757.457004,358853085.636617,91108023.014388,355595480.017085,136361907.849079,347425069.311739,97652911.6109481,10000,True
eager_200.dot,19075314980,2915061.18024202,2722501.34629346,3354745.1068202,2536609.78155382,3068456.08904055,3173639.39062734,2864546.41843713,2900032.52052382,1377005.3178996,2149698.9163922,200,True
chipseq,4807293396,16506.342277451,23375.3005345633,18524.9664076675,23506.3646751206,28390.6587371804,28767.2627009322,19913.6885321638,22835.8201172386,14786.7631076976,23623.8266939908,100,True
methylseq_10000.dot,6761426956,397983928.583003,419758652.625628,388777331.079252,420871705.915565,385729241.56237,519687744.171117,396378453.092096,422304790.611066,393821165.598259,651968923.670157,10000,True
methylseq_1000.dot,22500260922,23790562.6686034,23684364.4191947,23602016.9528515,26179248.1116528,23257938.1774547,30634779.8425625,21143927.8336559,23784860.3965126,22435048.1640669,29659862.3171136,1000,True
methylseq_8000.dot,22500260922,193713873.435796,223900963.916821,197087715.330539,212573555.344813,193622710.264405,266736451.875766,194328894.430817,222956613.204148,194145323.727575,259470087.014843,8000,True
methylseq_25000.dot,8885797810,1274386871.25282,1388533744.64979,1267724346.70947,1396274404.40177,1272274260.80803,1865800250.6687,1270441827.65727,1407917786.4927,1243983949.54964,1748359758.92535,25000,True
atacseq_1000.dot,2223941232,1729974.9603485,11341301.0880566,1470722.88178351,9340369.94954938,1133436.37571618,1710175.24922866,1372521.82316309,396727.410671217,814865.158944716,482757.826726563,1000,True
atacseq_4000.dot,3908761308,73332009.6361323,97877902.5086519,81471214.9606872,99048886.499158,72600202.6696811,53246536.962184,79185114.0475223,58522950.1075146,78032944.5343126,54364937.6809058,4000,True
chipseq_10000.dot,3793245764,273254071.192834,388464794.289385,291065717.753727,370166653.826274,285228196.279366,203067489.663146,271423412.590124,274860095.506769,281456637.719248,207142067.614599,10000,True
eager_1000.dot,19132169434,24628525.6935282,32978315.4490601,27955542.3731645,33064730.9142193,29451791.2888287,12067159.4792506,29155326.7617307,12673296.5612313,24014574.0316816,11373122.9064486,1000,True
methylseq_20000.dot,17027257018,1954406891.74364,2353066793.34228,1977318723.87042,2333366496.1493,1993960928.83528,3439389669.69715,1991512120.39033,2321705007.62828,1988761816.45735,3463213772.76097,20000,True
eager_8000.dot,25705994498,315622468.306007,479426780.025575,303145825.58119,460408988.105965,304530086.277682,85484959.4798947,293415102.265281,91483183.0716252,305152765.459446,93230202.3784412,8000,True
methylseq_2000.dot,17027257018,222333663.665143,239426340.999538,206834728.722216,228694574.547467,206437222.538709,337882001.739224,204831655.251389,232209874.106275,222517214.916571,353312004.842911,2000,True
methylseq_4000.dot,6761426956,154037412.428178,167168063.281414,158658094.151611,168106273.793179,162728060.89152,240303975.447011,155733513.87528,169516635.756527,155198610.891756,210267954.627203,4000,True
chipseq_8000.dot,4807293396,283901230.55367,372094228.713575,284826638.484813,382577829.888519,296396018.391427,207753122.196243,294145140.769472,235206971.955561,287998659.836758,187383585.408223,8000,True
methylseq_20000.dot,6273818718,428084229.022311,499493428.418317,429157566.056205,507642804.477247,438711432.886594,619200093.866415,435191150.362532,509543274.025311,426456199.982548,699242743.962536,20000,True
eager_4000.dot,19100037384,100830835.220203,181578846.378769,102911346.691648,162260658.85965,100175511.595128,55301005.8837493,100519891.632363,54533742.7460117,105400395.721268,62237355.3385717,4000,True
methylseq_20000.dot,22500260922,484808285.573249,551250451.39729,475924528.851129,545653993.597833,483567326.021722,660047144.073854,478665786.100681,545832639.485364,484226279.871064,652731462.001686,20000,True
eager_2000.dot,14754556884,40923038.010606,62943250.1068403,38643667.4034315,55467161.2962878,37663818.3040991,18497473.9468089,40118905.181793,17563362.0214286,40723746.1166774,16722973.4603158,2000,True
atacseq_20000.dot,11187378708,659703866.411558,825355532.287963,713310605.280905,819390095.050845,708659657.538737,162747916.532782,698092970.828724,251157006.105423,723504596.839127,184417433.649664,20000,True
methylseq_4000.dot,22500260922,102006464.177876,111428019.611676,96754926.7226376,107773151.798602,100270513.598262,133773311.761434,98868224.9031419,112931492.774576,95740762.7064175,128355132.202302,4000,True
atacseq_15000.dot,2223941232,187296011.908975,241828827.235476,183171020.860948,248113675.973735,181410826.844051,96921911.0295546,190317202.595752,131495480.800945,182314581.958447,113281962.672482,15000,True
atacseq_8000.dot,2223941232,97358088.3644179,127058906.284966,98066543.1492936,130078879.917727,97842170.9715773,48293650.8073266,99356166.1258342,71840447.0572364,105553303.376678,52342278.5479292,8000,True
chipseq_200.dot,41366257414,21216368.5958505,43448693.3169959,24639866.173248,47695649.0838818,22392197.4708203,23736452.930008,24933458.4458043,33419583.8221902,26178531.3673586,27040798.5824841,200,True
eager_200.dot,19132169434,2744838.72838292,3424137.67117215,4078288.69701786,2303932.29013165,3483787.7574556,4007670.44377908,1386017.9166384,2593109.4892406,1250998.97237823,2637578.720701,200,True
chipseq_25000.dot,4807293396,890450730.444461,1209484839.52137,895200837.15045,1244490649.03473,906552658.907323,664338852.606622,908079509.921887,822905426.62788,907825035.790955,588394112.119534,25000,True
atacseq_4000.dot,2223941232,46226811.4108554,61004026.8064973,41718479.4652098,59337463.8001452,44125762.6849208,23889373.4780622,41109597.7204452,28861755.064146,42726287.0800845,22852285.6076278,4000,True
chipseq_10000.dot,41366257414,1739492125.25661,2239767576.6982,1697739950.43734,2188387932.8409,1777650515.53308,980395007.791532,1790092416.44936,1291370617.11621,1742713749.80743,1007964500.0989,10000,True
chipseq_4000.dot,4605965334,129703638.7514,180620549.186839,142964834.185463,159503860.568079,137650338.858961,98262457.3084758,131979076.380431,131810891.166826,140803585.217961,126328131.891414,4000,True
atacseq_10000.dot,2223941232,129664716.875483,158958801.97707,122278104.627037,162259810.077318,124156575.711569,64185447.10334,128098266.372126,87039324.031366,124909776.946937,69709775.4863138,10000,True
chipseq_25000.dot,3793245764,676452056.466498,998396068.765602,668817813.574532,891546536.067868,676416848.690134,525816524.6065,718302393.110606,710707218.226204,686619969.374193,554058489.600403,25000,True
methylseq_25000.dot,17027257018,2444883957.63059,2938596157.00762,2478940267.16561,2926516452.9258,2470110857.30126,4393588705.09514,2476349971.58007,2886108402.00617,2459990968.82156,4369418994.54093,25000,True
eager_2000.dot,8330435694,41300414.7123839,59796671.8761844,34230957.9141809,46902594.7340628,42179140.738565,40156512.6496939,37969424.3271713,42542016.4653642,45365296.9055786,36318278.5782787,2000,True
chipseq_30000.dot,5058052541,1111636262.74587,1760899366.69565,1123279099.08254,1686841302.58765,1178734806.46362,948064958.122595,1133826441.30716,1157380223.93674,1139162748.75438,856554245.635151,30000,True
methylseq_4000.dot,11897958606,283766432.436051,335083217.679871,283199311.765548,325479309.115729,280175537.202284,468544071.368473,281503273.915349,329064445.071802,286306569.159712,406609549.589982,4000,True
chipseq_4000.dot,4807293396,137698416.953327,184595295.397366,144879450.181705,182698772.629985,148712061.298121,103333406.621627,134598976.73474,109197313.336224,140875059.261722,92841258.4987822,4000,True
eager_200.dot,14754556884,639786.217246757,698553.18252273,408005.545035591,327399.52536723,312084.482858076,945723.613674904,282109.775974608,1462513.68861575,249339.151296628,340653.063703563,200,True
chipseq,4605965334,23325.7820501308,30404.0247023243,31520.5985617534,33745.7366165046,24622.9554016934,30469.7750633478,25079.0659613793,32800.8136273526,24636.6308959445,30646.6074797069,100,True
methylseq_15000.dot,22500260922,353526588.993221,406102801.238429,364516967.991548,421795853.630153,357601462.351794,497561180.830703,379519509.071429,406783025.126478,359572522.748237,487308909.971017,15000,True
chipseq_20000.dot,32978181418,4372264372.1158,5672500573.69662,4281762332.49476,5323054912.04896,4233603163.6613,2864944089.8448,4267463405.11693,5218559508.20736,4149803236.57617,2854376352.19211,20000,True
methylseq_2000.dot,6273818718,42562462.7103451,47819927.1477658,42188606.5496674,45743333.4120866,43054255.8974683,56751335.5846365,45688594.5459255,50523494.5418301,44176683.4677326,54212573.6306499,2000,True
atacseq,2223941232,43673.5794772436,22624.5324519509,47225.2487847393,27770.922323076,40648.0616053328,28544.5599749792,41791.381999153,28679.6120257297,38634.2274933901,27851.321445172,100,True
methylseq_1000.dot,17027257018,100314312.389286,116085834.527838,98249676.315531,111613221.975814,100473578.191142,174135775.221474,105502290.758271,118206229.76396,103465394.500711,178588849.651174,1000,True
chipseq_8000.dot,4605965334,280022972.212262,379792647.669059,268956063.301619,339504828.15093,272507097.164648,201017085.015389,269674309.427768,275496521.639962,273905787.297146,213237081.704414,8000,True
atacseq_2000.dot,2223941232,13521196.9227684,26306465.9671525,10012933.4420764,24292760.4089736,10454797.4774342,9285509.8919477,12659974.7123337,8797091.93688275,12267571.5367414,9668968.30702802,2000,True
methylseq_200.dot,6273818718,35944.4187128864,37793.1410415271,30192.2410829279,37943.8447685306,37831.5033969364,58979.0747224236,51080.9150421926,50866.4942220375,33189.2428592773,51680.2408313041,200,True
atacseq_8000.dot,11187378708,293293113.331272,339238643.136371,300402871.84329,322138964.867232,281932106.259834,62617335.8536857,272230388.419527,96711275.9049123,268415538.881824,72852425.2929509,8000,True
methylseq,8885797810,12529.8164690763,14046.40032221,16627.586026871,16617.0608467678,10774.5188984436,18698.5057175266,14456.6983992151,15506.3304129556,8490.20524612768,14063.2327217151,100,True
methylseq_10000.dot,22500260922,242445749.87594,277267804.053074,246507482.707965,280029136.794423,242185552.686646,327680041.443449,238046696.257793,270315900.574416,241749245.940417,314435247.648904,10000,True
methylseq_1000.dot,6761426956,41900890.4002468,41982360.6553329,43726992.7233664,41273839.4498174,39819780.6276945,52023990.6738374,40174459.1132555,40243986.9053559,44493092.9876714,60934216.4556769,1000,True
chipseq_2000.dot,3793245764,58077564.9993253,74431463.5108365,54356093.456683,66290475.2744699,58031244.9696223,36615335.9882076,58794893.9437894,47045626.0965732,54583409.3362054,36252417.0505575,2000,True
methylseq_25000.dot,22500260922,593235334.398437,680615543.120745,612555994.586837,683634127.733177,592699977.263421,824020481.881274,608647083.81311,694724139.932545,610386093.203631,796398647.989545,25000,True
chipseq_30000.dot,3793245764,822701860.005543,1214163122.0467,831232736.613497,1129328949.84959,835919522.831254,622855543.622122,820680244.786855,860112253.742746,812858821.880267,644915541.89491,30000,True
methylseq_1000.dot,8885797810,58138459.3940949,55725509.6530648,45917242.3310071,51371129.862267,48688900.8554775,64130204.9571314,51749014.5473795,52266682.6085265,51749634.1827704,78828880.3601361,1000,True
eager,19132169434,1586775.79993984,2357400.79756574,1458754.38945115,2036326.31365458,3092597.26643299,2996073.20396477,1699948.56744329,3254587.37049251,540217.045456622,1955428.15016364,100,True
methylseq_10000.dot,17027257018,1006562520.36601,1180188897.57487,1004470183.08212,1186700033.80095,985563906.632053,1588118034.6533,978219576.147906,1159530314.0256,967663417.91671,1739792391.91255,10000,True
eager_200.dot,8330435694,1332344.74465992,153851.11710191,204154.546377854,71052.7250734651,565666.738678992,149819.746128651,160600.226297708,122223.009849822,130578.184474794,98966.854054497,200,True
atacseq,11809629756,376370.932505883,354657.911237871,372060.075870954,357170.488913037,197890.832196026,214854.29014216,61477.3978159168,217144.363409266,325038.880767303,304257.750516151,100,True
chipseq_10000.dot,4807293396,365395447.956511,471202591.351626,372981393.413811,483119930.77067,359397659.06488,258540982.030099,351861340.657732,310298913.571832,366697425.772996,233937787.212036,10000,True
dag_20000_wide_3.dot,1,15129892647.0704,19277865571.9327,14863808271.883,18926324775.8541,14509767544.9736,24973998509.4476,14727790253.3319,51548653707.8372,15076176657.1189,67942977896.5445,20000,False
dag_10000_general_4.dot,1,43204831825.0937,44516177029.2231,43178697400.5448,44620523544.5638,43313873419.3003,46768374693.3846,43342584989.0686,71656427563.354,43210482382.5681,77128758385.4521,10000,False
dag_20000_general_3.dot,1,87229820521.5522,88787678287.4236,87137514169.3549,88452241220.4702,87331845094.4126,96464580520.2813,87232061679.2653,143569037975.342,87196841310.7243,153337856637.218,20000,False
dag_8000_wide_3.dot,1,6099903601.65997,7594759358.16029,6049237072.81126,7371246651.79455,5867706631.26281,10333737041.0737,5830442929.91931,19692365828.8522,6103067789.34942,26567701329.0711,8000,False
dag_200_long_3.dot,1,2086295773.72848,2062669203.95102,2086295773.72848,2062669203.95102,2228916328.34745,2066004784.35328,2155039195.27712,2063904454.02006,2228916328.34745,2066004784.35328,200,False
dag_2000_wide_3.dot,1,1697099660.73757,2090990663.6411,1663137760.08817,2071600002.88704,1604535306.43006,2451830421.49641,1635761995.54366,5670440271.20165,1722365612.06511,6821266268.87749,2000,False
dag_10000_wide_0.dot,1,7484728595.43219,9596524666.11041,7478859800.15755,9361155780.77651,7308289487.33746,12347997603.4138,7491808448.57535,25277497458.2591,7687048312.66324,33623769242.9235,10000,False
dag_50_long_1.dot,1,534917831.730626,534917831.730512,534917831.730605,534917831.730512,550719439.510232,534370746.326697,555354897.003662,534961469.49826,550719439.510232,534370746.326697,50,False
dag_25000_wide_2.dot,1,19268632282.3413,23897231233.1001,18878839031.058,23462039796.1064,18025230155.3536,29175607652.1805,18014767953.1803,62961003192.1308,18451118690.1122,82328157294.6606,25000,False
dag_1000_wide_4.dot,1,926447571.094764,1097076135.36307,880559202.731639,1004566901.62828,836451950.950054,1569036374.63145,890614945.042424,2695090429.91467,930786231.062494,3279369356.34127,1000,False
dag_30000_general_4.dot,1,129295281500.345,132423392235.727,129201250777.147,134753153734.634,129171880222.341,145694883549.823,129349911563.11,212463351162.819,129163672138.827,228621338427.835,30000,False
dag_1000_wide_3.dot,1,913815466.841787,1091262326.42156,947185158.659582,1034829923.78313,868233242.863341,1740125160.612,857352984.033811,2442911270.20042,956303545.562533,3213916914.88217,1000,False
dag_50_wide_4.dot,1,131433457.405213,126132159.207732,134900922.198798,127275513.374657,145197705.842562,149956887.789005,152540213.565687,141680067.329424,176454390.028433,183293488.976808,50,False
dag_200_wide_1.dot,1,264300712.604649,309953404.903555,272795790.424803,301811588.175619,288780241.093521,389512246.911345,336121853.555075,575062985.719586,350269975.00763,668372845.752368,200,False
dag_200_long_1.dot,1,2200803703.50497,2170562600.70379,2200803703.50497,2170562600.70379,2217822132.11957,2173735967.83364,2274545394.68643,2170627340.88539,2271777940.99387,2174757158.83683,200,False
dag_50_wide_0.dot,1,136424831.522059,136752797.899136,142018285.86472,143803091.867009,165212556.643564,194893742.407599,154776733.029398,181953329.486505,154268034.211547,191816261.359456,50,False
dag_30000_wide_0.dot,1,23037940487.3945,28687273913.0367,22375585335.777,28098051536.8787,21646017845.8345,35684282055.6192,21757654030.1091,76025167079.9543,22320515632.3058,100022812846.199,30000,False
dag_200_wide_0.dot,1,313993344.889057,312602754.913834,323783167.632103,297437779.958356,351381401.890083,474249907.383961,338238706.398933,640581564.471145,402746247.256528,689257690.528509,200,False
dag_30000_general_0.dot,1,132088390643.806,135248259998.037,132047816627.833,136420674639.935,132173939477.65,141953506648.027,132218750358.884,217538928883.942,132183353399.031,234174605810.023,30000,False
dag_4000_general_1.dot,1,18121088794.7314,18438299223.4648,18038258296.8306,18372016992.0862,18144833315.8719,19647060100.6599,18210775278.7082,29736109225.2586,18138564692.1026,31719412303.7273,4000,False
dag_8000_long_4.dot,1,87386811356.5555,87369969482.3587,87386811356.5555,87369969482.3587,87421611226.3337,87368664563.1379,87480313280.9828,87368664563.1379,87448786850.763,87368324110.7487,8000,False
dag_50_wide_3.dot,1,161834572.145172,192390071.725228,160616908.348598,156235793.663478,170901728.291284,169490094.253577,181236325.649215,189836428.094461,199661413.067208,194758530.383319,50,False
dag_20000_long_0.dot,1,222087985376.583,222051351547.245,222109102984.341,222051351547.245,222078910519.141,222051515922.081,222161306822.559,222050439249.009,222131336857.258,222054380259.424,20000,False
dag_25000_wide_1.dot,1,19085384038.0938,24107032333.4723,18633269951.8422,23614400373.4016,18250708010.7059,31352520765.1561,18144320988.4928,62394093042.9744,18729230721.4671,83973956871.3728,25000,False
dag_2000_wide_0.dot,1,1595456682.69767,1989924642.6984,1641971562.68013,1998868054.88947,1641356855.0793,2579897167.90967,1662359595.9087,5243124695.68544,1784391706.22778,6831368276.71537,2000,False
dag_2000_general_2.dot,1,8787288520.57749,9222946568.24282,8846632282.93168,9089375605.98765,8810734437.82915,9639754913.22094,8892670233.77122,14173240261.3987,8795312358.6262,15713695019.2871,2000,False
dag_10000_general_2.dot,1,43995815146.3235,44813265075.489,44134987819.9743,44766780035.8685,43860869502.9495,49097464911.1108,44077691590.9051,72498934044.8753,44066665955.5182,77678730282.6024,10000,False
dag_4000_long_1.dot,1,44470767900.7607,44448870296.2076,44470767900.7607,44448870296.2076,44528118690.0356,44448717894.9292,44550925704.3448,44447840563.3061,44476848492.524,44447227310.3647,4000,False
dag_10000_long_3.dot,1,110979339240.448,110979339240.448,110999747382.209,110979339240.448,110998668433.184,110980679126.771,110998042454.22,110979339240.448,110998668433.184,110980679126.771,10000,False
dag_50_general_4.dot,1,489307154.495492,457664024.369926,571934454.171445,476257623.086569,593276343.080909,476542119.609535,616711514.198698,497194768.54407,665909454.838055,564863819.105999,50,False
dag_10000_wide_1.dot,1,7604653795.04656,9693849787.28722,7572672580.09155,9354646640.44752,7399723466.35491,10351289739.766,7462771927.80054,25056931320.8456,7686138884.17138,33744338317.6287,10000,False
dag_15000_general_2.dot,1,64623230340.5017,66183318040.9947,64627293432.8534,66548032917.8849,64410571900.3898,73511495197.2126,64499205304.88,107076412948.987,64486494544.9079,115681259431.861,15000,False
dag_20000_general_1.dot,1,87599050600.0927,89786430535.2953,87538600460.4622,90275242232.1785,87613743896.5027,96286203582.2122,87614823101.4838,143778667804.574,87551826516.6123,155932898639.682,20000,False
dag_50_general_2.dot,1,591192395.169889,610245043.54245,592175733.547565,547126644.623168,614915527.140196,548207001.607402,613550400.946526,600148898.851354,783692363.717357,665347126.040478,50,False
dag_200_long_2.dot,1,2165210664.42643,2114555332.21619,2165210664.42641,2114555332.21619,2175654589.15433,2115360277.85592,2175574696.52068,2114555332.21619,2176345929.02761,2118430052.61543,200,False
