,vertex,end_time_dyn,start_time_dyn,processor_dyn,duration_dyn,start_time_stat,end_time_stat,processor_stat,duration_stat
425,fastqc_00000164,8748999.5,7655374.5625,8,1093624.9375,0.0,4374499.75,25,4374499.75
426,fastqc_00000176,8748999.5,7655374.5625,11,1093624.9375,0.0,4374499.75,27,4374499.75
427,fastqc_00000188,7655740.1625,6562115.225,6,1093624.9375,0.0,4374499.75,28,4374499.75
428,fastqc_00000200,7655740.1625,6562115.225,9,1093624.9375,4374499.75,5468124.6875,10,1093624.9375
429,fastqc_00000212,7655740.1625,6562115.225,10,1093624.9375,4374499.75,5468124.6875,9,1093624.9375
430,fastqc_00000224,7655557.3625,6561932.425,7,1093624.9375,4374499.75,5468124.6875,7,1093624.9375
431,fastqc_00000236,7655374.5625,6561749.625,8,1093624.9375,4374499.75,5468124.6875,6,1093624.9375
432,fastqc_00000248,7655374.5625,6561749.625,11,1093624.9375,0.0,5832666.33333333,13,5832666.33333333
433,fastqc_00000260,6562115.225,5468490.2875,6,1093624.9375,0.0,5832666.33333333,14,5832666.33333333
434,fastqc_00000272,6562115.225,5468490.2875,9,1093624.9375,0.0,5832666.33333333,15,5832666.33333333
435,fastqc_00000284,6562115.225,5468490.2875,10,1093624.9375,0.0,5832666.33333333,17,5832666.33333333
436,fastqc_00000296,6561932.425,5468307.4875,7,1093624.9375,5832666.33333333,8748999.5,22,2916333.16666667
437,fastqc_00000308,6561749.625,5468124.6875,8,1093624.9375,0.0,8748999.5,0,8748999.5
438,fastqc_00000320,6561749.625,5468124.6875,11,1093624.9375,0.0,8748999.5,2,8748999.5
439,fastqc_00000332,5839490.86666667,6824.53333333333,17,5832666.333333337,7655374.5625,8748999.5,7,1093624.9375
440,fastqc_00000344,5839490.86666667,6824.53333333333,16,5832666.333333337,3280874.8125,4374499.75,6,1093624.9375
441,fastqc_00000356,5839490.86666667,6824.53333333333,14,5832666.333333337,0.0,8748999.5,5,8748999.5
442,fastqc_00000368,5838515.93333333,5849.6,15,5832666.33333333,5832666.33333333,8748999.5,18,2916333.16666667
443,fastqc_00000380,5838515.93333333,5849.6,13,5832666.33333333,7655374.5625,8748999.5,11,1093624.9375
444,fastqc_00000392,5838515.93333333,5849.6,12,5832666.33333333,7655374.5625,8748999.5,6,1093624.9375
445,fastqc_00000404,5834128.73333333,2917795.56666667,23,2916333.1666666595,7655374.5625,8748999.5,10,1093624.9375
446,fastqc_00000416,5834128.73333333,2917795.56666667,21,2916333.1666666595,0.0,8748999.5,3,8748999.5
447,fastqc_00000428,5834128.73333333,2917795.56666667,18,2916333.1666666595,0.0,8748999.5,1,8748999.5
448,fastqc_00000440,5833641.26666667,2917308.1,20,2916333.1666666702,0.0,4374499.75,29,4374499.75
449,fastqc_00000452,5833153.8,2916820.63333333,22,2916333.16666667,0.0,1093624.9375,10,1093624.9375
450,fastqc_00000464,5833153.8,2916820.63333333,19,2916333.16666667,0.0,1093624.9375,11,1093624.9375
451,fastqc_00000476,5468490.2875,4374865.35,6,1093624.9375,3280874.8125,4374499.75,10,1093624.9375
452,fastqc_00000488,5468490.2875,4374865.35,9,1093624.9375,2187249.875,3280874.8125,11,1093624.9375
453,fastqc_00000500,5468490.2875,4374865.35,10,1093624.9375,3280874.8125,4374499.75,9,1093624.9375
454,fastqc_00000512,5468307.4875,4374682.55,7,1093624.9375,0.0,2916333.16666667,22,2916333.16666667
455,fastqc_00000524,5468124.6875,4374499.75,8,1093624.9375,3280874.8125,4374499.75,7,1093624.9375
456,fastqc_00000536,5468124.6875,4374499.75,11,1093624.9375,1093624.9375,2187249.875,7,1093624.9375
457,fastqc_00000548,4378155.75,3656.0,28,4374499.75,1093624.9375,2187249.875,6,1093624.9375
458,fastqc_00000560,4377424.55,2924.8,27,4374499.75,0.0,1093624.9375,6,1093624.9375
459,fastqc_00000572,4376693.35,2193.6,26,4374499.75,2187249.875,3280874.8125,6,1093624.9375
460,fastqc_00000584,4376693.35,2193.6,25,4374499.75,0.0,2916333.16666667,18,2916333.16666667
461,fastqc_00000596,4376693.35,2193.6,24,4374499.75,0.0,2916333.16666667,20,2916333.16666667
462,fastqc_00000608,4376693.35,2193.6,29,4374499.75,0.0,2916333.16666667,21,2916333.16666667
463,fastqc_00000620,4374865.35,3281240.4125,6,1093624.9374999995,2187249.875,3280874.8125,10,1093624.9375
464,fastqc_00000632,4374865.35,3281240.4125,9,1093624.9374999995,2187249.875,3280874.8125,7,1093624.9375
465,fastqc_00000644,4374865.35,3281240.4125,10,1093624.9374999995,0.0,1093624.9375,7,1093624.9375
466,fastqc_00000656,4374682.55,3281057.6125,7,1093624.9375,0.0,1093624.9375,8,1093624.9375
467,fastqc_00000668,4374499.75,3280874.8125,8,1093624.9375,1093624.9375,2187249.875,9,1093624.9375
468,fastqc_00000680,4374499.75,3280874.8125,11,1093624.9375,1093624.9375,2187249.875,11,1093624.9375
469,fastqc_00000692,3281240.4125,2187615.475,6,1093624.9375,1093624.9375,2187249.875,8,1093624.9375
470,fastqc_00000704,3281240.4125,2187615.475,9,1093624.9375,2187249.875,3280874.8125,8,1093624.9375
471,fastqc_00000716,3281240.4125,2187615.475,10,1093624.9375,2187249.875,3280874.8125,9,1093624.9375
472,fastqc_00000728,3281057.6125,2187432.675,7,1093624.9375,0.0,2916333.16666667,19,2916333.16666667
473,fastqc_00000740,3280874.8125,2187249.875,8,1093624.9375,3280874.8125,4374499.75,8,1093624.9375
474,fastqc_00000752,3280874.8125,2187249.875,11,1093624.9375,1093624.9375,2187249.875,10,1093624.9375
475,fastqc_00000764,2917795.56666667,1462.4,23,2916333.1666666702,3280874.8125,4374499.75,11,1093624.9375
476,fastqc_00000776,2917795.56666667,1462.4,21,2916333.1666666702,0.0,2916333.16666667,23,2916333.16666667
477,fastqc_00000788,2917795.56666667,1462.4,18,2916333.1666666702,0.0,1093624.9375,9,1093624.9375
478,fastqc_00000800,2917308.1,974.933333333333,20,2916333.166666667,5832666.33333333,8748999.5,21,2916333.16666667
479,fastqc_00000812,2916820.63333333,487.466666666667,22,2916333.1666666633,7655374.5625,8748999.5,8,1093624.9375
480,fastqc_00000824,2916820.63333333,487.466666666667,19,2916333.1666666633,5832666.33333333,8748999.5,19,2916333.16666667
481,fastqc_00000836,2187615.475,1093990.5375,6,1093624.9375,7655374.5625,8748999.5,9,1093624.9375
482,fastqc_00000848,2187615.475,1093990.5375,9,1093624.9375,0.0,8748999.5,4,8748999.5
483,fastqc_00000860,2187615.475,1093990.5375,10,1093624.9375,5832666.33333333,8748999.5,20,2916333.16666667
484,fastqc_00000872,2187432.675,1093807.7375,7,1093624.9374999998,0.0,5832666.33333333,16,5832666.33333333
485,fastqc_00000884,2187249.875,1093624.9375,8,1093624.9375,0.0,5832666.33333333,12,5832666.33333333
486,fastqc_00000896,2187249.875,1093624.9375,11,1093624.9375,5468124.6875,6561749.625,8,1093624.9375
487,fastqc_00000908,1093990.5375,365.6,6,1093624.9375,4374499.75,5468124.6875,11,1093624.9375
488,fastqc_00000920,1093990.5375,365.6,9,1093624.9375,0.0,4374499.75,26,4374499.75
489,fastqc_00000932,1093990.5375,365.6,10,1093624.9375,6561749.625,7655374.5625,6,1093624.9375
490,fastqc_00000944,1093807.7375,182.8,7,1093624.9375,6561749.625,7655374.5625,9,1093624.9375
491,fastqc_00000956,1093807.7375,182.8,30,1093624.9375,5468124.6875,6561749.625,6,1093624.9375
492,fastqc_00000968,1093624.9375,0.0,8,1093624.9375,5468124.6875,6561749.625,9,1093624.9375
493,fastqc_00000980,1093624.9375,0.0,11,1093624.9375,2916333.16666667,5832666.33333333,22,2916333.1666666605
494,fastqc_00000992,1093624.9375,0.0,33,1093624.9375,2916333.16666667,5832666.33333333,20,2916333.1666666605
495,get_software_versions_00000005,20473.6,19011.2,1,1462.3999999999978,628872128.503413,628873103.436746,16,974.9333330392838
496,get_software_versions_00000022,20473.6,19011.2,4,1462.3999999999978,637653599.18019,637655061.58019,0,1462.3999999761581
497,get_software_versions_00000034,19011.2,17548.8,0,1462.4000000000015,628873984.320056,628875446.720056,3,1462.4000000953674
498,get_software_versions_00000046,19011.2,17548.8,2,1462.4000000000015,642543800.003434,642545262.403434,2,1462.4000000953674
499,get_software_versions_00000058,19011.2,17548.8,4,1462.4000000000015,628868229.034604,628869203.967937,17,974.9333330392838
500,get_software_versions_00000070,17548.8,16086.4,0,1462.3999999999996,628869203.967937,628870178.901271,17,974.9333339929581
501,get_software_versions_00000082,17548.8,16086.4,2,1462.3999999999996,628870174.658411,628871149.591744,15,974.9333329200745
502,get_software_versions_00000094,17548.8,16086.4,4,1462.3999999999996,628872124.525077,628873099.458411,15,974.9333339929581
503,get_software_versions_00000106,16086.4,14624.0,0,1462.3999999999996,628868228.77008,628869203.703413,16,974.9333330392838
504,get_software_versions_00000118,16086.4,14624.0,2,1462.3999999999996,628869203.703413,628870178.636746,16,974.9333330392838
505,get_software_versions_00000130,16086.4,14624.0,4,1462.3999999999996,637649211.824911,637650674.22491,1,1462.3999990224838
506,get_software_versions_00000142,14624.0,13161.6,0,1462.3999999999996,637653599.02491,637655061.42491,1,1462.3999999761581
507,get_software_versions_00000154,14624.0,13161.6,2,1462.3999999999996,628872522.33986,628873984.73986,0,1462.4000000953674
508,get_software_versions_00000166,14624.0,13161.6,4,1462.3999999999996,628874078.37008,628875053.303413,16,974.9333330392838
509,get_software_versions_00000178,13161.6,11699.2,0,1462.3999999999996,628873984.584581,628875446.984581,2,1462.3999999761581
510,get_software_versions_00000190,13161.6,11699.2,2,1462.3999999999996,628873984.849105,628875447.249105,1,1462.3999999761581
511,get_software_versions_00000202,13161.6,11699.2,4,1462.3999999999996,628873984.055532,628875446.455532,5,1462.3999999761581
512,get_software_versions_00000214,11699.2,10236.8,0,1462.4000000000015,628872522.449105,628873984.849105,1,1462.3999999761581
513,get_software_versions_00000226,11699.2,10236.8,2,1462.4000000000015,642543799.692875,642545262.092875,4,1462.3999999761581
514,get_software_versions_00000238,11699.2,10236.8,4,1462.4000000000015,637649211.98019,637650674.38019,0,1462.3999999761581
515,get_software_versions_00000250,10236.8,8774.4,0,1462.3999999999996,628875447.13986,628876909.53986,0,1462.3999999761581
516,get_software_versions_00000262,10236.8,8774.4,2,1462.3999999999996,628868224.791744,628869199.725078,15,974.9333339929581
517,get_software_versions_00000274,10236.8,8774.4,4,1462.3999999999996,628872521.655532,628873984.055532,5,1462.3999999761581
518,get_software_versions_00000286,8774.4,7312.0,0,1462.3999999999996,628871153.57008,628872128.503413,16,974.9333329200745
519,get_software_versions_00000298,8774.4,7312.0,2,1462.3999999999996,628870174.503131,628871149.436465,14,974.9333339929581
520,get_software_versions_00000310,8774.4,7312.0,4,1462.3999999999996,647440871.448685,647441846.382019,15,974.9333339929581
521,get_software_versions_00000322,7312.0,5849.6,0,1462.3999999999996,647438921.737298,647439896.670632,16,974.9333339929581
522,get_software_versions_00000334,7312.0,5849.6,2,1462.3999999999996,647439896.670632,647440871.603965,16,974.9333330392838
523,get_software_versions_00000346,7312.0,5849.6,4,1462.3999999999996,647439895.674939,647440626.874939,27,731.1999999284744
524,get_software_versions_00000358,6824.53333333333,5849.6,17,974.9333333333298,647440626.719659,647441357.919659,26,731.2000000476837
525,get_software_versions_00000370,6824.53333333333,5849.6,14,974.9333333333298,647439164.474939,647439895.674939,27,731.2000000476837
526,get_software_versions_00000382,5849.6,4387.2,1,1462.4000000000005,647441358.230218,647442089.430218,28,731.1999999284744
527,get_software_versions_00000394,5849.6,4387.2,3,1462.4000000000005,647440871.293406,647441846.226739,14,974.9333330392838
528,get_software_versions_00000406,5849.6,4387.2,5,1462.4000000000005,647439897.718806,647441360.118806,4,1462.3999999761581
529,get_software_versions_00000418,5849.6,4874.66666666667,16,974.9333333333307,642549649.913993,642551112.313993,0,1462.3999999761581
530,get_software_versions_00000430,5849.6,4874.66666666667,14,974.9333333333307,642554037.113993,642555499.513993,0,1462.3999999761581
531,get_software_versions_00000442,5849.6,4874.66666666667,12,974.9333333333307,642556961.758713,642558424.158713,1,1462.3999999761581
532,get_software_versions_00000454,4874.66666666667,3899.73333333333,16,974.9333333333398,642545262.403434,642546724.803434,2,1462.3999999761581
533,get_software_versions_00000466,4874.66666666667,3899.73333333333,14,974.9333333333398,642546724.648155,642548187.048155,3,1462.3999999761581
534,get_software_versions_00000478,4874.66666666667,3899.73333333333,12,974.9333333333398,642548187.048155,642549649.448155,3,1462.4000000953674
535,get_software_versions_00000490,4387.2,2924.8,1,1462.3999999999996,642574510.713993,642575973.113993,0,1462.4000000953674
536,get_software_versions_00000502,4387.2,2924.8,3,1462.3999999999996,642578897.913993,642580360.313993,0,1462.3999999761581
537,get_software_versions_00000514,4387.2,2924.8,5,1462.3999999999996,647437946.803965,647438921.737298,16,974.9333330392838
538,get_software_versions_00000526,3899.73333333333,2924.8,16,974.9333333333298,642562811.358713,642564273.758713,1,1462.3999999761581
539,get_software_versions_00000538,3899.73333333333,2924.8,14,974.9333333333298,642558424.158713,642559886.558713,1,1462.3999999761581
540,get_software_versions_00000550,3899.73333333333,2924.8,12,974.9333333333298,642570123.513993,642571585.913993,0,1462.3999999761581
541,get_software_versions_00000562,2924.8,2193.6,28,731.2000000000003,642567198.558713,642568660.958713,1,1462.4000000953674
542,get_software_versions_00000574,2924.8,1462.4,0,1462.4,642565736.313993,642567198.713993,0,1462.3999999761581
543,get_software_versions_00000586,2924.8,1462.4,2,1462.4,642575973.113993,642577435.513993,0,1462.3999999761581
544,get_software_versions_00000598,2924.8,1462.4,4,1462.4,642546724.803434,642548187.203434,2,1462.3999999761581
545,get_software_versions_00000610,2924.8,1949.86666666667,17,974.9333333333302,642545262.092875,642546724.492875,4,1462.3999999761581
546,get_software_versions_00000622,2924.8,1949.86666666667,15,974.9333333333302,642554036.958714,642555499.358714,1,1462.3999999761581
547,get_software_versions_00000634,2924.8,1949.86666666667,13,974.9333333333302,647439897.874086,647441360.274086,3,1462.3999999761581
548,get_software_versions_00000646,2193.6,1462.4,28,731.1999999999998,647442088.96438,647442820.16438,25,731.1999999284744
549,get_software_versions_00000658,2193.6,1462.4,26,731.1999999999998,647438921.27146,647439896.204793,13,974.9333329200745
550,get_software_versions_00000670,2193.6,1462.4,24,731.1999999999998,647439895.36438,647440626.56438,25,731.2000000476837
551,get_software_versions_00000682,1949.86666666667,974.933333333333,17,974.9333333333369,647438435.474086,647439897.874086,3,1462.3999999761581
552,get_software_versions_00000694,1949.86666666667,974.933333333333,15,974.9333333333369,647438921.11618,647439896.049513,12,974.9333330392838
553,get_software_versions_00000706,1949.86666666667,974.933333333333,13,974.9333333333369,647439896.204793,647440871.138126,13,974.9333330392838
554,get_software_versions_00000718,1462.4,731.2,28,731.2,642548187.513993,642549649.913993,0,1462.3999999761581
555,get_software_versions_00000730,1462.4,731.2,26,731.2,642548186.892875,642549649.292875,4,1462.4000000953674
556,get_software_versions_00000742,1462.4,731.2,24,731.2,642561349.113993,642562811.513993,0,1462.3999999761581
557,get_software_versions_00000754,1462.4,0.0,1,1462.4,642568660.958713,642570123.358713,1,1462.3999999761581
558,get_software_versions_00000766,1462.4,0.0,3,1462.4,647437946.959244,647438921.892578,17,974.9333339929581
559,get_software_versions_00000778,1462.4,0.0,5,1462.4,642574510.558713,642575972.958713,1,1462.4000000953674
560,get_software_versions_00000790,1462.4,974.933333333333,23,487.46666666666704,642546724.337596,642548186.737596,5,1462.3999999761581
561,get_software_versions_00000802,1462.4,974.933333333333,18,487.46666666666704,642555499.513993,642556961.913993,0,1462.3999999761581
562,get_software_versions_00000814,974.933333333333,487.466666666667,21,487.4666666666661,647440627.030218,647441358.230218,28,731.2000000476837
563,get_software_versions_00000826,974.933333333333,487.466666666667,18,487.4666666666661,647440626.874939,647441358.074939,27,731.2000000476837
564,get_software_versions_00000838,974.933333333333,0.0,16,974.933333333333,647439896.515352,647440871.448685,15,974.9333330392838
565,get_software_versions_00000850,974.933333333333,0.0,14,974.933333333333,647439164.319659,647439895.519659,26,731.2000000476837
566,get_software_versions_00000862,974.933333333333,0.0,12,974.933333333333,628870174.393887,628871149.32722,12,974.9333329200745
567,get_software_versions_00000874,731.2,0.0,27,731.2,628871149.591744,628872124.525077,15,974.9333330392838
568,get_software_versions_00000886,731.2,0.0,25,731.2,628872124.369798,628873099.303131,14,974.9333330392838
569,get_software_versions_00000898,731.2,0.0,29,731.2,628872522.075336,628873984.475336,4,1462.3999999761581
570,get_software_versions_00000910,487.466666666667,0.0,22,487.466666666667,628873984.475336,628875446.875336,4,1462.4000000953674
571,get_software_versions_00000922,487.466666666667,0.0,20,487.466666666667,628873103.436746,628874078.37008,16,974.9333339929581
572,get_software_versions_00000934,487.466666666667,0.0,18,487.466666666667,637650674.38019,637652136.78019,0,1462.3999999761581
573,get_software_versions_00000946,365.6,182.8,9,182.8,628869199.569798,628870174.503131,14,974.9333330392838
574,get_software_versions_00000958,182.8,0.0,6,182.8,628870178.901271,628871153.834604,17,974.9333330392838
575,get_software_versions_00000970,182.8,0.0,9,182.8,628869199.725078,628870174.658411,15,974.9333330392838
576,get_software_versions_00000982,182.8,0.0,30,182.8,628873103.70127,628874078.634604,17,974.9333339929581
577,get_software_versions_00000994,182.8,0.0,34,182.8,628872522.184581,628873984.584581,2,1462.3999999761581
578,multiqc_00000002,525624560.158467,525624377.358467,33,182.80000001192093,651337039.34991,651337222.14991,9,182.79999995231628
579,multiqc_00000017,524530935.220968,524530752.420968,32,182.80000001192093,651330978.13781,651331465.604476,21,487.4666659832001
580,multiqc_00000029,524531118.020967,524530935.220967,34,182.80000001192093,651337039.111103,651337526.57777,23,487.4666669368744
581,multiqc_00000041,518343228.990567,518343046.190567,11,182.80000001192093,651337221.284339,651337404.084339,33,182.80000007152557
582,multiqc_00000053,522263894.71322,522263711.91322,35,182.80000001192093,651337221.839351,651337404.639351,11,182.79999995231628
583,multiqc_00000065,522263713.941527,522263531.141527,30,182.80000001192093,651330978.36454,651331465.831207,19,487.4666670560837
584,multiqc_00000077,519436849.95018,519436667.15018,11,182.80000001192093,651337039.732223,651337527.198889,18,487.4666659832001
585,multiqc_00000089,516076185.962493,516076003.162493,9,182.80000001192093,651337222.14991,651337404.94991,9,182.80000007152557
586,multiqc_00000101,518343407.81268,518343225.01268,10,182.80000001192093,651337039.660469,651337222.460469,7,182.79999995231628
587,multiqc_00000113,516830223.9924,516830041.1924,30,182.80000001192093,651337221.679368,651337952.879368,24,731.1999999284744
588,multiqc_00000125,516076006.38393,516075823.58393,10,182.80000001192093,651337221.36881,651337952.56881,27,731.1999999284744
589,multiqc_00000137,510642515.169922,510642332.369922,10,182.80000001192093,651337769.217855,651337952.017855,35,182.80000007152557
590,multiqc_00000149,513249138.382739,513248955.582739,7,182.80000001192093,651337588.215748,651337771.015748,6,182.80000007152557
591,multiqc_00000161,509888472.937492,509888290.137492,8,182.80000001192093,651330116.078094,651330847.278094,27,731.2000000476837
592,multiqc_00000173,512155696.24524,512155513.44524,10,182.79999995231628,651337915.742855,651338098.542855,32,182.80000007152557
593,multiqc_00000185,512155516.666676,512155333.866676,6,182.80000001192093,651337771.015748,651337953.815748,6,182.79999995231628
594,multiqc_00000197,509888293.35893,509888110.55893,10,182.80000001192093,651337770.705189,651337953.505189,8,182.79999995231628
595,multiqc_00000209,504454802.144922,504454619.344922,10,182.80000001192093,651337770.39463,651337953.19463,10,182.80000007152557
596,multiqc_00000221,507061425.357739,507061242.557739,7,182.79999995231628,651337039.732224,651337527.198891,20,487.4666670560837
597,multiqc_00000233,503700759.912492,503700577.112492,8,182.79999995231628,651337403.617855,651337586.417855,35,182.80000007152557
598,multiqc_00000245,505967983.22024,505967800.42024,10,182.80000001192093,651337404.084339,651337586.884339,33,182.79999995231628
599,multiqc_00000257,505967803.641676,505967620.841676,6,182.80000001192093,651330978.85512,651331710.05512,29,731.2000000476837
600,multiqc_00000269,503700580.33393,503700397.53393,10,182.80000001192093,651337587.905189,651337770.705189,8,182.79999995231628
601,multiqc_00000281,498267089.119922,498266906.319922,10,182.80000001192093,651337587.194898,651337769.994898,30,182.79999995231628
602,multiqc_00000293,500873712.332739,500873529.532739,7,182.80000001192093,651337586.72906,651337769.52906,34,182.79999995231628
603,multiqc_00000305,499780090.616676,499779907.816676,8,182.79999995231628,651337039.732225,651337527.198892,21,487.4666670560837
604,multiqc_00000317,499780270.19524,499780087.39524,10,182.80000001192093,651337405.415748,651337588.215748,6,182.79999995231628
605,multiqc_00000329,493592377.591677,493592194.791677,10,182.80000001192093,651337586.884339,651337769.684339,33,182.80000007152557
606,multiqc_00000341,497513046.887493,497512864.087493,9,182.80000001192093,651337405.260469,651337588.060469,7,182.80000007152557
607,multiqc_00000353,497512867.30893,497512684.50893,10,182.79999995231628,651337587.59463,651337770.39463,10,182.79999995231628
608,multiqc_00000365,494685999.30774,494685816.50774,10,182.79999995231628,651330979.46421,651331710.66421,25,731.1999999284744
609,multiqc_00000377,491325333.862493,491325151.062493,9,182.79999995231628,651337403.92906,651337586.72906,34,182.80000007152557
610,multiqc_00000389,493592557.17024,493592374.37024,9,182.80000001192093,651337404.239619,651337587.039619,31,182.79999995231628
611,multiqc_00000401,492079376.094923,492079193.294923,10,182.80000001192093,651337404.639351,651337587.439351,11,182.79999995231628
612,multiqc_00000413,491325154.28393,491324971.48393,10,182.80000001192093,651330978.998025,651331710.198025,24,731.2000000476837
613,multiqc_00000425,485891663.069924,485891480.269924,10,182.80000001192093,651337405.105189,651337587.905189,8,182.80000007152557
614,multiqc_00000437,488498286.28274,488498103.48274,10,182.80000001192093,651337770.54991,651337953.34991,9,182.80000007152557
615,multiqc_00000449,485137620.837493,485137438.037493,9,182.80000001192093,651337221.918471,651337953.118471,25,731.2000000476837
616,multiqc_00000461,487404844.14524,487404661.34524,10,182.80000001192093,651337770.239351,651337953.039351,11,182.79999995231628
617,multiqc_00000473,487404664.566676,487404481.766676,6,182.80000001192093,651337526.57777,651338014.044436,23,487.4666659832001
618,multiqc_00000485,485137441.25893,485137258.45893,10,182.80000001192093,651337527.198889,651338014.665556,18,487.4666669368744
619,multiqc_00000497,479703950.044923,479703767.244923,10,182.80000001192093,651337588.060469,651337770.860469,7,182.79999995231628
620,multiqc_00000509,482310573.257739,482310390.457739,7,182.80000001192093,651336859.541219,651337590.741219,29,731.2000000476837
621,multiqc_00000521,478949907.812492,478949725.012492,8,182.80000001192093,651337732.942855,651337915.742855,32,182.79999995231628
622,multiqc_00000533,481217131.12024,481216948.32024,9,182.79999995231628,651337769.684339,651337952.484339,33,182.79999995231628
623,multiqc_00000545,481216951.541677,481216768.741677,10,182.80000001192093,651337769.994898,651337952.794898,30,182.80000007152557
624,multiqc_00000557,478949728.23393,478949545.43393,10,182.80000001192093,651337770.860469,651337953.660469,7,182.80000007152557
625,multiqc_00000569,473516237.019924,473516054.219924,10,182.80000001192093,651337039.815748,651337222.615748,6,182.80000007152557
626,multiqc_00000581,476122860.23274,476122677.43274,10,182.80000001192093,651330118.460908,651330605.927575,18,487.4666669368744
627,multiqc_00000593,475029238.516677,475029055.716677,10,182.80000001192093,651330978.700191,651331466.166858,23,487.4666669368744
628,multiqc_00000605,475029418.09524,475029235.29524,9,182.80000001192093,651336858.932479,651337346.399146,19,487.4666669368744
629,multiqc_00000617,468841525.491676,468841342.691676,6,182.79999995231628,651330978.377262,651331465.843928,22,487.4666659832001
630,multiqc_00000629,472762194.787492,472762011.987492,9,182.79999995231628,651337221.594898,651337404.394898,30,182.80000007152557
631,multiqc_00000641,472762015.208929,472761832.408929,10,182.80000001192093,651337221.99463,651337404.79463,10,182.80000007152557
632,multiqc_00000653,469935147.207739,469934964.407739,7,182.80000001192093,651330978.209262,651331465.675929,18,487.4666669368744
633,multiqc_00000665,467328523.994923,467328341.194923,8,182.80000001192093,651337222.305189,651337405.105189,8,182.79999995231628
634,multiqc_00000677,468841705.07024,468841522.27024,10,182.80000001192093,651330118.460908,651330605.927575,19,487.4666669368744
635,multiqc_00000689,462653812.466677,462653629.666677,9,182.80000001192093,651330111.31246,651330598.779127,20,487.4666670560837
636,multiqc_00000701,462653992.045241,462653809.245241,8,182.80000001192093,651337222.615748,651337405.415748,6,182.79999995231628
637,multiqc_00000713,461140810.969923,461140628.169923,10,182.80000001192093,651329732.605758,651330220.072425,23,487.4666670560837
638,multiqc_00000725,463747434.182739,463747251.382739,7,182.80000001192093,651337221.12906,651337403.92906,34,182.79999995231628
639,multiqc_00000737,462653995.266677,462653812.466677,11,182.80000001192093,647442089.430218,647442820.630218,28,731.2000000476837
640,multiqc_00000749,462656300.218952,462656117.418952,11,182.80000001192093,651337220.817855,651337403.617855,35,182.79999995231628
641,multiqc_00000761,456466099.441677,456465916.641677,9,182.79999995231628,651337769.839619,651337952.639619,31,182.79999995231628
642,multiqc_00000773,456466279.020241,456466096.220241,8,182.80000001192093,651337346.399146,651337833.865812,19,487.4666659832001
643,multiqc_00000785,454953097.944924,454952915.144924,10,182.80000001192093,651337527.198891,651338014.665557,20,487.4666659832001
644,multiqc_00000797,457559721.15774,457559538.35774,10,182.80000001192093,651337222.371936,651337953.571936,28,731.2000000476837
645,multiqc_00000809,456466282.241677,456466099.441677,11,182.80000001192093,651337587.039619,651337769.839619,31,182.80000007152557
646,multiqc_00000821,456468587.193953,456468404.393953,11,182.79999995231628,651337404.79463,651337587.59463,10,182.79999995231628
647,multiqc_00000833,450278569.216677,450278386.416677,11,182.80000001192093,651330116.078092,651330847.278092,24,731.2000000476837
648,multiqc_00000845,451372008.132739,451371825.332739,9,182.80000001192093,651337587.439351,651337770.239351,11,182.80000007152557
649,multiqc_00000857,448765384.919923,448765202.119923,10,182.80000001192093,651337586.417855,651337769.217855,35,182.79999995231628
650,multiqc_00000869,450280874.168952,450280691.368952,7,182.80000001192093,651337039.887505,651337527.354172,22,487.4666669368744
651,multiqc_00000881,450278386.416676,450278203.616676,8,182.80000001192093,651337587.74991,651337770.54991,9,182.79999995231628
652,multiqc_00000893,450278565.995241,450278383.195241,9,182.80000001192093,651337404.394898,651337587.194898,30,182.79999995231628
653,multiqc_00000905,444090856.191678,444090673.391677,11,182.80000096559525,651337404.94991,651337587.74991,9,182.79999995231628
654,multiqc_00000917,445184295.10774,445184112.307739,9,182.80000096559525,651337222.28811,651337953.48811,26,731.1999999284744
655,multiqc_00000929,444093161.143952,444092978.343952,10,182.80000001192093,651337769.52906,651337952.32906,34,182.79999995231628
656,multiqc_00000941,444090673.391677,444090490.591677,9,182.80000001192093,651330116.078094,651330847.278094,26,731.2000000476837
657,multiqc_00000953,442577671.894924,442577489.094924,10,182.80000001192093,651337039.505189,651337222.305189,8,182.80000007152557
658,multiqc_00000965,444090852.97024,444090670.17024,8,182.80000001192093,651337222.460469,651337405.260469,7,182.79999995231628
659,multiqc_00000977,437894252.605202,437894069.805202,11,182.80000001192093,651337221.439619,651337404.239619,31,182.80000007152557
660,multiqc_00000989,437894435.33375,437894252.53375,10,182.80000001192093,651330978.616365,651331466.083032,20,487.4666670560837
661,output_documentation_00000012,20473.6,19011.2,2,1462.3999999999978,647441359.963527,647442822.363527,5,1462.4000000953674
662,output_documentation_00000019,20473.6,19011.2,3,1462.3999999999978,647443551.36438,647444282.56438,25,731.2000000476837
663,output_documentation_00000031,20473.6,19011.2,5,1462.3999999999978,647442820.16438,647443551.36438,25,731.2000000476837
664,output_documentation_00000043,19011.2,17548.8,1,1462.4000000000015,647443551.674939,647444282.874939,27,731.1999999284744
665,output_documentation_00000055,19011.2,17548.8,3,1462.4000000000015,647441360.739924,647442823.139924,0,1462.4000000953674
666,output_documentation_00000067,19011.2,17548.8,5,1462.4000000000015,647442822.674086,647444285.074086,3,1462.3999999761581
