wf_name,size_x,relation,ratio_old,ratio_new
eager_8000.dot,8000,internal,0.9986599779343617,1.055379208124156
atacseq_10000.dot,10000,internal,0.9142064215977738,0.9593431699860974
chipseq_20000.dot,20000,internal,1.2076006267621326,1.0682289451412612
chipseq_10000.dot,10000,internal,0.9354785176131052,0.9730379782159845
atacseq_4000.dot,4000,internal,1.2593081476973589,1.1718965065393165
chipseq_4000.dot,4000,internal,0.9890991033972589,0.5611747747227684
eager_4000.dot,4000,internal,1.4254984306724447,1.139509676458834
methylseq_4000.dot,4000,internal,0.7985743043454245,0.23980774880892675
chipseq_1000.dot,1000,internal,0.8439424003916637,0.708767301212179
eager_1000.dot,1000,internal,0.8917804005842305,1.4547312494422742
eager_25000.dot,25000,internal,1.2806278695568178,0.46917044444811584
chipseq_25000.dot,25000,internal,1.0059654730368337,0.4142427936259413
methylseq_15000.dot,15000,internal,1.20878914572574,0.22956614250898247
atacseq_30000.dot,30000,internal,1.0917185064288362,1.1397799405572968
methylseq_1000.dot,1000,internal,1.0125629384884502,0.8201320436356031
atacseq_2000.dot,2000,internal,1.1612103380230445,1.285343678925085
chipseq_25000.dot,25000,internal,1.17182114467595,0.9621031917887667
methylseq_15000.dot,15000,internal,0.992595684205275,0.1906124119472253
methylseq_15000.dot,15000,internal,0.8567599757976996,0.2096007366037574
chipseq_2000.dot,2000,internal,0.9378182436541821,0.6640048767914287
eager_2000.dot,2000,internal,0.9760958336964809,0.9551189601628157
atacseq_20000.dot,20000,internal,1.058657133386199,0.8762766983251706
atacseq_20000.dot,20000,internal,1.1194958536735862,1.2115761250457049
chipseq_2000.dot,2000,internal,1.3623755689289738,1.1790179626070252
methylseq_20000.dot,20000,internal,0.815976892241823,0.22463864276675025
atacseq_25000.dot,25000,internal,1.0568961659472347,0.9065389863138134
atacseq_4000.dot,4000,internal,1.0997091106072199,1.0075358909081995
eager_200.dot,200,internal,1.5746570797967332,2.3941969231763682
atacseq_15000.dot,15000,internal,1.0450733138379036,0.9000030719045397
methylseq_200.dot,200,internal,1.1642151349843046,0.28502682486347675
atacseq_15000.dot,15000,internal,1.2511818068015446,0.9024997531701012
methylseq_4000.dot,4000,internal,0.9450949457134408,0.3662095017529652
methylseq_20000.dot,20000,internal,0.9400131277078683,0.19673011853193748
chipseq_2000.dot,2000,internal,0.8264197807904067,0.5233798396246865
chipseq_15000.dot,15000,internal,0.8110636030369722,0.5317133097660158
chipseq_8000.dot,8000,internal,1.1143337714108834,0.9026426747415003
methylseq_8000.dot,8000,internal,1.0640779986732491,0.25987160741850207
chipseq_8000.dot,8000,internal,1.1574269674772726,0.4536114009558261
methylseq_8000.dot,8000,internal,0.913818719550933,0.3195036994765512
eager_15000.dot,15000,internal,2.583484839293395,0.851775585130985
chipseq_30000.dot,30000,internal,0.746852777177439,1.1115748393747313
methylseq_30000.dot,30000,internal,0.8159747828054668,0.2415556354614965
chipseq_1000.dot,1000,internal,0.9350976946480778,0.7713088297717158
methylseq_10000.dot,10000,internal,0.8659392503736789,0.28714817315986196
methylseq_25000.dot,25000,internal,1.1990677410725004,0.24297844324287618
chipseq_10000.dot,10000,internal,0.9665126772955114,1.0161472336719084
chipseq_20000.dot,20000,internal,0.8872624402873183,0.42299204474628105
chipseq_20000.dot,20000,internal,1.0892147027738506,0.9818582561402885
chipseq_8000.dot,8000,internal,1.1473493502616936,0.5234082851688905
atacseq_25000.dot,25000,internal,0.7795934806659373,0.9193291274544493
chipseq_4000.dot,4000,internal,1.0788288887497117,1.0121092175962327
eager_15000.dot,15000,internal,1.980206003882651,0.7316271763499531
chipseq_15000.dot,15000,internal,0.8323145171360247,1.0301646456376965
eager_4000.dot,4000,internal,1.3435402304356137,1.2140323190050903
eager_8000.dot,8000,internal,1.118732318347308,1.0875568159124187
methylseq_4000.dot,4000,internal,1.0206471831944872,0.20642404813168744
atacseq_200.dot,200,internal,5.189086346992715,2.5992197570537874
